Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2023,CB,Secondary,Michigan,Big Ten,71.25,178,9.625,30.75,73.375,4.26,38.5,12,131.0,6.51,4.28,1,2124,23.62,85.085,79.485,79.2,57.128,1,0,Rounds 2-3,0,0.0711857133863868,64,89.25619834710744,96.96969696969697
2024,S,Secondary,Texas Tech,Big 12,74.375,216,9.125,33.375,79.125,4.51,41.0,24,146.0,6.81,4.04,1,1562,6.237,62.556,51.102,66.311,59.243,0,0,Undrafted,1,0.06656484151300135,65,89.6694214876033,98.48484848484848
2025,DL,DL,Alabama,SEC,76.375,302,10.375,33.0,81.625,4.28,24.5,33,138.0,6.65,4.6,0,1986,23.933,85.057,77.281,79.955,59.628,1,0,Rounds 6-7,0,0.06577608466589879,65,90.08264462809917,98.48484848484848
2024,EDGE,DL,Penn St.,Big Ten,76.375,247,9.625,33.875,81.0,4.74,34.5,23,123.0,7.42,4.6,1,2000,25.618,85.731,66.931,89.424,64.921,1,0,Rounds 2-3,0,0.06524117819048925,65,90.49586776859503,98.48484848484848
2025,WR,Skill,Ole Miss,SEC,74.375,205,9.5,31.75,78.25,4.54,38.5,15,125.0,6.93,4.05,1,2007,20.608,84.235,76.596,81.866,47.73,1,1,Rounds 2-3,0,0.06132496030999812,65,90.9090909090909,98.48484848484848
2024,S,Secondary,Minnesota,Big Ten,73.25,199,9.0,32.0,77.5,4.52,37.0,14,124.0,7.01,4.98,0,1488,-0.564,45.156,45.237,46.429,51.196,0,1,Rounds 2-3,0,0.06045768851479516,65,91.32231404958677,98.48484848484848
2025,RB,Skill,Miami,ACC,71.625,217,9.5,30.5,75.25,4.51,35.0,33,124.0,6.95,4.97,1,1855,17.338,77.097,87.084,52.889,41.286,1,1,Rounds 6-7,0,0.060179583926003866,65,91.73553719008265,98.48484848484848
2023,LB,LB,Cincinnati,AAC,70.5,231,9.5,30.25,72.0,4.55,33.5,22,119.0,7.44,4.41,0,1690,6.451,60.989,44.607,64.989,69.829,0,1,Undrafted,1,0.05728303255708689,66,92.14876033057851,100.0
2024,OT,OL,Penn St.,Big Ten,76.875,314,10.75,34.0,82.625,5.15,31.0,30,116.0,7.92,4.64,1,2000,25.618,85.731,66.931,89.424,64.921,1,0,Rounds 2-3,0,0.05581040047970387,66,92.56198347107438,100.0
2025,OT,OL,Texas,SEC,77.125,315,10.375,33.5,84.375,5.16,32.0,14,104.0,7.81,4.66,1,2042,26.107,88.25,73.85,92.32,35.538,0,1,Round 1,0,0.055628642150295615,66,92.97520661157024,100.0
2025,IOL,OL,Ohio State,Big Ten,75.625,315,9.75,33.5,83.75,4.28,24.5,11,102.1,6.65,4.03,0,2211,24.823,87.333,80.443,83.601,49.523,1,1,Round 1,0,0.054907975290402145,66,93.38842975206612,100.0
2025,EDGE,DL,Alabama,SEC,76.25,243,9.5,33.5,80.125,5.05,43.0,23,138.0,8.19,4.97,0,1986,23.933,85.057,77.281,79.955,59.628,1,0,Rounds 4-5,0,0.04747231381553807,66,93.80165289256198,100.0
2023,CB,Secondary,Alabama,SEC,71.625,190,9.5,30.75,78.125,4.58,34.5,14,125.0,6.51,4.3,1,2181,27.296,89.526,85.539,81.093,61.676,1,1,Rounds 2-3,0,0.046670137814749046,66,94.21487603305785,100.0
2025,DL,DL,Texas A&M,SEC,75.125,290,10.25,33.5,81.125,5.45,43.0,33,138.0,6.65,4.97,0,1762,14.297,76.763,68.737,71.579,64.836,1,0,Rounds 2-3,0,0.0455329582444336,66,94.62809917355372,100.0
2024,WR,Skill,Florida St.,ACC,75.25,213,9.375,32.125,78.125,4.61,38.0,15,127.0,6.84,4.1,1,1789,19.915,83.68,70.051,84.429,58.266,0,1,Rounds 2-3,0,0.04294727741998661,66,95.0413223140496,100.0
2024,QB,Skill,Washington,Pac-12,74.25,216,10.5,33.625,81.0,4.79,32.5,17,112.0,7.04,4.26,0,1879,17.544,82.666,86.101,64.802,60.593,0,1,Round 1,0,0.03922302182791637,66,95.45454545454545,100.0
2023,DL,DL,Georgia,SEC,75.0,314,10.25,33.5,81.0,5.13,29.0,25,106.0,7.65,4.82,0,2300,29.908,93.511,90.791,87.647,45.406,0,1,Round 1,0,0.033546428041113296,66,95.86776859504133,100.0
2024,DL,DL,Texas,Big 12,76.5,366,10.125,33.25,81.25,5.27,26.0,27,98.0,8.74,5.46,1,2025,23.196,86.583,76.615,83.977,60.972,1,1,Rounds 2-3,0,0.030679849587724184,66,96.28099173553719,100.0
2023,EDGE,DL,Clemson,ACC,77.0,268,8.5,33.75,81.25,4.62,32.0,25,117.0,7.36,4.44,1,1843,17.553,74.958,64.744,77.07,48.641,0,1,Round 1,0,0.029746481983980444,66,96.69421487603306,100.0
2023,LB,LB,Iowa,Big Ten,76.625,249,10.25,31.875,78.25,4.65,37.5,29,128.0,6.74,4.24,1,1748,7.409,67.111,21.369,88.288,70.495,0,1,Round 1,0,0.027655570183459766,66,97.10743801652893,100.0
2024,OT,OL,Oregon St.,Pac-12,77.75,324,10.125,33.125,80.625,5.13,32.0,30,111.0,7.81,4.63,1,1722,13.996,79.392,79.074,67.781,54.727,0,1,Round 1,0,0.027126093626153702,66,97.52066115702479,100.0
2023,RB,Skill,Texas,Big 12,71.0,215,9.75,31.125,74.75,4.46,37.0,20,124.0,6.77,4.26,1,1900,19.379,79.1,73.758,70.57,66.449,1,1,Round 1,0,0.02702139043699936,66,97.93388429752066,100.0
2025,WR,Skill,Ohio State,Big Ten,72.875,202,9.5,31.5,76.625,4.54,37.82,11,125.3,7.41,4.55,0,2211,24.823,87.333,80.443,83.601,49.523,1,1,Round 1,0,0.02645038365598462,66,98.34710743801654,100.0
2025,QB,Skill,Miami,ACC,73.625,219,9.0,30.5,75.75,4.28,43.0,22,138.0,8.19,4.97,0,1855,17.338,77.097,87.084,52.889,41.286,1,1,Round 1,0,0.018265432937042525,66,98.7603305785124,100.0
2023,CB,Secondary,Oregon,Pac-12,73.375,197,9.5,32.0,76.875,4.38,41.5,14,133.0,6.89,4.26,1,1724,14.225,78.17,81.614,63.631,42.699,0,1,Round 1,0,0.013913256350578385,66,99.17355371900827,100.0
2024,EDGE,DL,Alabama,SEC,74.75,247,9.875,34.375,83.0,4.46,40.5,23,127.0,7.39,4.31,1,2032,24.925,84.968,76.211,80.844,61.941,0,1,Round 1,0,0.006590408922051205,66,99.58677685950413,100.0
2025,RB,Skill,Rutgers,Big Ten,68.25,211,9.0,38.625,72.0,4.6,34.5,11,115.7,7.58,4.97,1,1533,3.857,55.405,64.09,40.753,58.771,0,0,Rounds 6-7,0,0.005580160376358334,66,100.0,100.0
